id	maj_label1	labels1	maj_label2	labels2	maj_label3	labels3
1334477409672974340	NOT ABUSIVE	0; 4; 0; 3; 0				
1363779281063534592	NOT ABUSIVE	0; 4; 0; 0; 2				
1334398055601369089	GROUP	4; 0; 4; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 3; 2; 3; 3
1334296270169509889	NOT ABUSIVE	0; 0; 0; 0; 0				
1334254573737955328	NOT ABUSIVE	2; 0; 4; 0; 0				
1366160012926726147	NOT ABUSIVE	0; 0; 0; 0; 0				
1426864928825217024	GROUP	2; 4; 4; 4; 0	ANTI-JUDAISM	0; 6; 0; 6; 6	ANIMOSITY	2; 3; 3; 0; 3
1404719155564093440	NOT ABUSIVE	0; 0; 0; 0; 4				
1359539967551299587	NOT ABUSIVE	0; 0; 0; 0; 0				
1363331406848491523	NOT ABUSIVE	4; 0; 1; 3; 0				
1364660686572322818	NOT ABUSIVE	0; 0; 0; 0; 0				
1342212646389436416	NOT ABUSIVE	0; 0; 0; 0; 0				
1422580558857744384	NOT ABUSIVE	0; 0; 0; 0; 0				
1364645995984932865	NOT ABUSIVE	0; 0; 0; 0; 0				
1343273378359214085	NOT ABUSIVE	0; 0; 0; 0; 0				
1364122889713299456	NOT ABUSIVE	0; 0; 0; 0; 0				
1364582823818973197	NOT ABUSIVE	0; 0; 0; 0; 0				
1365368668742369280	NOT ABUSIVE	0; 0; 0; 0; 0				
1344190427239346176	INDIVIDUAL	3; 3; 4; 3; 0				
1359405699860738048	NOT ABUSIVE	4; 0; 0; 0				
1427988985415041028	GROUP	4; 4; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 2; 3; 3; 3
1339719113028100096	NOT ABUSIVE	0; 0; 0; 0				
1362663766828212226	NOT ABUSIVE	0; 0; 0; 0				
1378741354382159876	NOT ABUSIVE	0; 0; 0; 0				
1362922946608693253	NOT ABUSIVE	0; 0; 0; 0				
1358468140225736706	NOT ABUSIVE	0; 0; 0; 0				
1408940138864984071	NOT ABUSIVE	0; 0; 0; 0				
1342186255816126465	GROUP	4; 4; 4; 1	ANTI-CHRISTIANITY	4; 4; 4; 4; 0	THREATENING LANGUAGE; ANIMOSITY	3; 3; 1; 1
1341071895614074882	NOT ABUSIVE	0; 0; 0; 0; 2				
1333938323392397313	GROUP	4; 0; 2; 0; 4	ANTI-JUDAISM	6; 0; 6; 6; 6	ANIMOSITY	2; 2; 3; 3; 3
1363165681991049217	NOT ABUSIVE	0; 0; 0; 0; 4				
1362037938633265157	NOT ABUSIVE	0; 0; 0; 0; 4				
1382427136619913216	NOT ABUSIVE	0; 0; 0; 0; 0				
1364035066549051401	GROUP	4; 0; 0; 4; 2	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	2; 3; 3; 2; 3
1427030511940251652	NOT ABUSIVE	0; 0; 0; 0; 0				
1361564871242911744	NOT ABUSIVE	0; 0; 0; 0; 0				
1357768964521283584	NOT ABUSIVE	0; 0; 0; 0; 0				
1432150572967227392	GROUP	4; 0; 4; 1; 4	ANTI-ISLAM	5; 1; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 3; 3; 2; 2
1342544316254699520	INDIVIDUAL	1; 4; 2; 3; 3				
1339308599525380098	NOT ABUSIVE	0; 0; 0; 0; 0				
1430285403588751360	NOT ABUSIVE	0; 0; 0; 1; 1				
1360355270841552898	GROUP	4; 4; 4; 4; 4	ANTI-ISLAM	5; 5; 5; 4; 4	ANIMOSITY	3; 3; 3; 2; 3
1409170998771978240	GROUP	4; 0; 4; 4; 4	ANTI-JUDAISM	6; 6; 0; 6; 0	DEROGATION AND DEHUMANIZATION	2; 2; 0; 2; 3
1343763336371064833	NOT ABUSIVE	0; 0; 0; 0; 0				
1362434775013728257	INDIVIDUAL	0; 0; 3; 3; 3				
1427914929298882561	NOT ABUSIVE	0; 0; 0; 2; 0				
1357145955770855428	NOT ABUSIVE	0; 0; 0; 0; 0				
1422215648722161668	NOT ABUSIVE	0; 0; 1; 4; 0				
1334664528898838530	NOT ABUSIVE	0; 0; 0; 4; 4				
1356598574902034432	NOT ABUSIVE	0; 0; 0; 4; 0				
1356609969286709251	NOT ABUSIVE	0; 0; 0; 0; 0				
1365186906196164611	UNTARGETED	1; 0; 1; 4; 0				
1360497801919102977	NOT ABUSIVE	0; 4; 0; 0; 0				
1405358856918781952	NOT ABUSIVE	0; 0; 0; 4; 4				
1422101907896770562	GROUP	0; 0; 4; 4; 4	OTHERS	1; 3; 1; 2; 0		
1409286055488983045	GROUP	0; 4; 4; 1; 2	RACISM	1; 4; 2; 0; 2		
1342678000173608960	NOT ABUSIVE	0; 0; 0; 0; 0				
1343155255266066432	NOT ABUSIVE	0; 1; 0; 0; 0				
1363241912237395968	NOT ABUSIVE	0; 0; 3; 0; 3				
1428691016375169028	NOT ABUSIVE	0; 0; 0; 0; 0				
1341725521516916741	GROUP	0; 1; 4; 0; 4	OTHERS	1; 5; 5; 1; 0		
1334811087313666049	GROUP	0; 4; 4; 0; 4	OTHERS	1; 1; 1; 1; 0		
1364326340749627398	NOT ABUSIVE	0; 0; 0; 0; 0				
1337448360857440262	NOT ABUSIVE	0; 0; 0; 0; 0				
1407703631361683458	NOT ABUSIVE	0; 0; 0; 0; 0				
1429566023393550337	INDIVIDUAL	1; 3; 3; 4; 3				
1335422572104544256	NOT ABUSIVE	0; 0; 0; 0; 0				
1342846163133878277	NOT ABUSIVE	0; 4; 0; 0; 0				
1364254238357024774	NOT ABUSIVE	0; 0; 0; 0; 0				
1334497847325102080	OTHERS	4; 2; 2; 4; 2				
1406206478130860034	NOT ABUSIVE	0; 0; 0; 4; 0				
1432762729417396231	NOT ABUSIVE	0; 0; 0; 0; 0				
1337740522803392512	NOT ABUSIVE	0; 0; 0; 0; 0				
1335088835668033543	NOT ABUSIVE	0; 0; 0; 0; 0				
1339728083977461760	NOT ABUSIVE	0; 0; 0; 0; 0				
1424053503794810880	NOT ABUSIVE	0; 0; 0; 0; 0				
1342237285790658561	NOT ABUSIVE	0; 0; 0; 0; 0				
1335217535315181569	NOT ABUSIVE	0; 0; 0; 0; 0				
1426530578652934144	NOT ABUSIVE	0; 0; 0; 0; 0				
1408177788268384257	NOT ABUSIVE	1; 0; 0; 0; 0				
1400916054625431553	NOT ABUSIVE	4; 0; 0; 4; 0				
1340684957799342085	NOT ABUSIVE	0; 0; 0; 0; 0				
1334500218834968579	NOT ABUSIVE	0; 0; 0; 0; 0				
1401916689894285319	NOT ABUSIVE	0; 0; 0; 0; 0				
1333785090225278976	NOT ABUSIVE	0; 0; 4; 0; 0				
1381145335645544451	NOT ABUSIVE	0; 0; 0; 4; 0				
1338856134497742850	NOT ABUSIVE	0; 0; 0; 0; 0				
1363520134812471299	NOT ABUSIVE	0; 0; 0; 0; 0				
1356517223779590144	NOT ABUSIVE	0; 0; 0; 0; 0				
1356297313166221312	NOT ABUSIVE	0; 0; 0; 0; 0				
1334065428675534848	NOT ABUSIVE	0; 0; 4				
1408385335017492486	NOT ABUSIVE	0; 0; 0				
1365424577413844995	NOT ABUSIVE	0; 0; 0				
1364501099906961412	NOT ABUSIVE	0; 0; 0				
1404118730091630595	NOT ABUSIVE	4; 0; 0				
1408863435564077057	NOT ABUSIVE	2; 0; 0				
1342388360065642496	NOT ABUSIVE	0; 0; 0				
1363318069263802369	NOT ABUSIVE	0; 0; 0				
1359489535030231045	NOT ABUSIVE	0; 0; 0				
1344146757379383297	NOT ABUSIVE	3; 0; 0; 0; 0				
1336328075068362754	GROUP	2; 0; 4; 4; 0	ANTI-CHRISTIANITY	4; 4; 0; 4; 6	ANIMOSITY	3; 3; 3; 3; 3
1379887597380628483	NOT ABUSIVE	3; 0; 4; 0; 2				
1362243859959455744	INDIVIDUAL	3; 0; 3; 4; 0				
1425334402071076866	NOT ABUSIVE	3; 0; 0; 0; 0				
1363645793157189645	NOT ABUSIVE	2; 0; 0; 0; 0				
1344242799663714305	NOT ABUSIVE	2; 0; 0; 0; 0				
1365856797949452294	NOT ABUSIVE	4; 0; 0; 0; 0				
1364658612761735171	NOT ABUSIVE	4; 0; 0; 0; 0				
1410366702748147727	NOT ABUSIVE	0; 0; 0; 0; 0				
1359752178714501123	NOT ABUSIVE	0; 4; 0; 0; 0				
1403166606763700226	NOT ABUSIVE	0; 4; 0; 0; 0				
1342218079674064896	NOT ABUSIVE	0; 0; 0; 0; 0				
1358486715976056838	NOT ABUSIVE	0; 0; 0; 0; 0				
1336724721694613508	NOT ABUSIVE	0; 0; 0; 0; 0				
1363481509743714305	NOT ABUSIVE	0; 0; 0; 0; 0				
1356995640002285572	NOT ABUSIVE	0; 0; 4; 0; 0				
1334353762731880448	NOT ABUSIVE	0; 0; 0; 0; 0				
1340701789734232065	NOT ABUSIVE	0; 0; 0				
1356631254251286531	NOT ABUSIVE	0; 0; 0				
1359194791469346822	NOT ABUSIVE	0; 0; 0				
1366051011274694657	NOT ABUSIVE	0; 0; 0				
1405224523088252929	NOT ABUSIVE	0; 0; 0				
1380632503841562624	NOT ABUSIVE	0; 0; 0				
1334372491532374017	GROUP	4; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	ANIMOSITY	3; 3; 2; 3; 2
1360724562367889417	NOT ABUSIVE	0; 0; 0				
1363256519547105280	GROUP	4; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 0; 3; 3; 2
1365243446068355077	GROUP	0; 4; 4; 4; 0	ANTI-CHRISTIANITY	4; 0; 4; 4; 4	ANIMOSITY	1; 3; 3; 0; 2
1338491932625014786	NOT ABUSIVE	0; 0; 3; 0; 0				
1426758996770258949	NOT ABUSIVE	0; 0; 4; 1; 0				
1360515307417305089	GROUP	0; 4; 4; 4; 4	ANTI-ISLAM	5; 0; 5; 5; 5	ANIMOSITY	3; 3; 0; 3; 3
1341842074568552448	NOT ABUSIVE	0; 3; 4; 0; 0				
1342102081436467200	NOT ABUSIVE	0; 0; 4; 0; 4				
1360681205826392065	NOT ABUSIVE	0; 0; 3; 0; 0				
1340637407381778435	NOT ABUSIVE	0; 0; 4; 0; 0				
1362491462169088012	GROUP	0; 4; 4; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	DEROGATION AND DEHUMANIZATION	2; 3; 2; 2; 2
1430544110633381898	GROUP	4; 4; 4; 0	ANTI-ISLAM	5; 5; 5; 0; 5	ABUSIVE HUMOR	0; 0; 0; 0; 1
1341084051420176384	NOT ABUSIVE	1; 0; 0; 0				
1427545904429469699	GROUP	1; 4; 4; 0	ANTI-ISLAM	5; 5; 5; 5; 5	ANIMOSITY	2; 3; 3; 3; 2
1335013710985883655	NOT ABUSIVE	1; 0; 0; 0				
1421761513539313666	NOT ABUSIVE	1; 0; 0; 0				
1379117058030469121	GROUP	1; 0; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	DEROGATION AND DEHUMANIZATION	2; 3; 3; 2; 2
1334808895861080064	NOT ABUSIVE	1; 0; 0; 0				
1334543902616018945	NOT ABUSIVE	0; 0; 0; 0				
1378808659178848256	NOT ABUSIVE	1; 0; 0; 0				
1340560249238003718	GROUP	3; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 3; 3; 3; 3
1362385373796708354	INDIVIDUAL	3; 3; 4				
1359911551877152770	NOT ABUSIVE	0; 4; 0				
1339376857595191296	NOT ABUSIVE	0; 0; 0				
1377543315495780357	NOT ABUSIVE	0; 2; 0				
1358354127877640192	UNTARGETED	1; 1; 4				
1364636288079572996	GROUP	4; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ABUSIVE HUMOR	0; 0; 0; 3; 2
1344048606425264137	GROUP	4; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 3; 2; 3; 2
1362793385682173952	NOT ABUSIVE	0; 3; 0				
1341802547481210881	NOT ABUSIVE	0; 0; 0; 0				
1363458177791123458	NOT ABUSIVE	0; 0; 0; 0				
1358210450907799556	NOT ABUSIVE	4; 0; 0; 0				
1335058794842304518	NOT ABUSIVE	0; 0; 0; 0				
1409527003540123654	NOT ABUSIVE	0; 0; 0; 0				
1423915298055495683	OTHERS	2; 4; 2; 3				
1333663833177591809	NOT ABUSIVE	0; 0; 0; 0				
1406646251026673671	NOT ABUSIVE	0; 0; 0; 0				
1357371623691681792	NOT ABUSIVE	0; 0; 4; 0; 4				
1408466364625469441	NOT ABUSIVE	0; 0; 4; 0; 3				
1334176578801074178	NOT ABUSIVE	0; 0; 0; 0; 0				
1339534767587356672	NOT ABUSIVE	0; 0; 0; 0; 0				
1381525970310553601	NOT ABUSIVE	0; 2; 4; 0; 0				
1401672654197776388	NOT ABUSIVE	0; 0; 4; 0; 4				
1334649032170467331	INDIVIDUAL	3; 4; 4; 3; 3				
1356045340093386752	NOT ABUSIVE	0; 0; 0; 0; 0				
1334208428848205824	GROUP	4; 4; 4; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	THREATENING LANGUAGE	3; 1; 2; 1; 1
1383797846474772483	NOT ABUSIVE	0; 0; 0; 0; 0				
1404860237102817282	NOT ABUSIVE	0; 0; 0; 2; 0				
1424762720679698432	NOT ABUSIVE	0; 0; 0; 0; 0				
1334152010090758144	NOT ABUSIVE	0; 0; 0; 0; 0				
1366095062141132808	NOT ABUSIVE	0; 0; 0; 3; 0				
1337914714819448832	NOT ABUSIVE	0; 0; 3; 0; 0				
1405545237368512513	UNTARGETED	3; 1; 0; 1; 1				
1407135395494699008	NOT ABUSIVE	0; 0; 0; 0; 0				
1338631355597549569	NOT ABUSIVE	0; 0; 0; 0; 0				
1422233512208306178	NOT ABUSIVE	0; 0; 0; 0; 0				
1342510861282205696	NOT ABUSIVE	0; 0; 0; 0; 0				
1409259850085801996	NOT ABUSIVE	3; 0; 0; 1; 0				
1399850179520573441	INDIVIDUAL	3; 3; 0; 1; 3				
1365807336053440515	NOT ABUSIVE	0; 0; 0; 0; 0				
1342621255900540931	NOT ABUSIVE	0; 0; 0; 0; 0				
1431047392128864260	NOT ABUSIVE	4; 0; 0; 0; 0				
1429532451211259910	UNTARGETED	4; 0; 0; 1; 1				
1340465207412477955	NOT ABUSIVE	0; 0; 0; 1; 0				
1421812547972333569	NOT ABUSIVE	0; 0; 4; 3; 0				
1365068886148845569	INDIVIDUAL	3; 1; 3; 3; 3				
1333989261356408832	NOT ABUSIVE	0; 0; 0; 2; 0				
1360312425216679939	INDIVIDUAL	0; 4; 3; 3; 3				
1405615461450932228	NOT ABUSIVE	0; 0; 0; 3; 0				
1363328377399111684	NOT ABUSIVE	0; 0; 0; 3; 0				
1407807615703396356	NOT ABUSIVE	0; 0; 0; 3; 0				
1344295580491788289	NOT ABUSIVE	0; 0; 0; 4; 0				
1362103979518361605	NOT ABUSIVE	0; 0; 0; 3; 0				
1365684897524944896	NOT ABUSIVE	0; 0; 0; 0; 4				
1362005154208378881	NOT ABUSIVE	0; 0; 0; 0; 4				
1404918038529560582	NOT ABUSIVE	0; 0; 0; 0; 0				
1344736059788308480	NOT ABUSIVE	0; 0; 0; 0; 4				
1340941006804541442	NOT ABUSIVE	0; 0; 0; 0; 0				
1364092308292009985	NOT ABUSIVE	0; 0; 0; 0; 0				
1363771766296879104	NOT ABUSIVE	0; 0; 0; 0; 2				
1363014526988410880	GROUP	4; 4; 0; 4; 4	ANTI-CHRISTIANITY	6; 4; 4; 4; 4	DEROGATION AND DEHUMANIZATION	3; 3; 2; 2; 2
1343737676772630529	NOT ABUSIVE	0; 0; 0; 0; 4				
1356169066743029760	NOT ABUSIVE	0; 0; 0; 0; 0				
1406985293312430085	NOT ABUSIVE	0; 4; 0; 0; 0				
1343441616179118081	INDIVIDUAL	1; 4; 3; 0; 3				
1334948891658162176	NOT ABUSIVE	0; 0; 0; 0; 0				
1405970920003588103	GROUP	4; 4; 4; 4; 4	ANTI-JUDAISM	6; 6; 6; 4; 4	DEROGATION AND DEHUMANIZATION	2; 2; 3; 3; 2
1341475577337839616	NOT ABUSIVE	0; 4; 4; 0; 0				
1363224873045229577	NOT ABUSIVE	0; 0; 0; 0; 0				
1357237714379149314	GROUP	4; 4; 4; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 2; 2; 3; 3
1342855574422089728	NOT ABUSIVE	0; 0; 0; 0; 0				
1406078264892968967	GROUP	4; 4; 4; 4; 4	RACISM	4; 2; 2; 4; 2		
1408248864956686336	NOT ABUSIVE	0; 0; 0; 0; 0				
1357129387741708295	NOT ABUSIVE	0; 0; 0; 0; 4				
1357407321584984073	NOT ABUSIVE	0; 0; 0; 0; 0				
1361281791152316416	NOT ABUSIVE	0; 0; 0; 0; 0				
1422460947252326413	NOT ABUSIVE	0; 0; 0; 0; 0				
1344382959114014720	GROUP	1; 4; 4; 1; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 3; 2; 0; 2
1335051380864786433	NOT ABUSIVE	0; 0; 0; 0; 0				
1334196711191957504	NOT ABUSIVE	0; 0; 0; 0; 0				
1380926840135630851	NOT ABUSIVE	0; 0; 0; 0; 0				
1341526079522164737	NOT ABUSIVE	0; 0; 0; 2; 0				
1358505962223656968	NOT ABUSIVE	0; 0; 0; 0; 0				
1364794584790835202	INDIVIDUAL	0; 4; 3; 3; 0				
1358831981048569857	NOT ABUSIVE	0; 0; 4; 0; 4				
1421815615095021568	NOT ABUSIVE	0; 0; 0; 0; 4				
1407627703885328384	NOT ABUSIVE	0; 0; 0; 0; 0				
1334735789264138240	NOT ABUSIVE	0; 4; 4; 0; 0				
1380161638574215169	NOT ABUSIVE	0; 0; 4; 4; 0				
1364405252804517899	NOT ABUSIVE	0; 0; 0; 0; 0				
1360501968045805568	NOT ABUSIVE	0; 0; 0; 0; 0				
1334124967613513729	NOT ABUSIVE	0; 0; 0; 0; 0				
1364227004724224011	NOT ABUSIVE	0; 0; 0; 0; 0				
1344642906175533058	NOT ABUSIVE	4; 0; 0; 4; 0				
1356888605843726338	NOT ABUSIVE	0; 0; 0; 0; 0				
1333846732954759168	NOT ABUSIVE	0; 0; 0; 0; 0				
1365270922001793025	INDIVIDUAL	3; 3; 0; 0; 3				
1364500199784148993	NOT ABUSIVE	0; 0; 0; 0; 0				
1405554828768690181	NOT ABUSIVE	0; 0; 0; 0; 0				
1365454753916809220	NOT ABUSIVE	2; 0; 4; 0; 0				
1342091439329615873	NOT ABUSIVE	4; 0; 4; 0; 0				
1338159148144472070	NOT ABUSIVE	0; 0; 0; 0; 0				
1425038540652507142	UNTARGETED	4; 0; 3; 1; 1				
1358567859681718274	NOT ABUSIVE	3; 0; 4; 0; 0				
1342801564247973890	NOT ABUSIVE	0; 0; 0; 0; 0				
1361063098292056071	NOT ABUSIVE	0; 4; 0; 0; 0				
1422244618142240768	NOT ABUSIVE	0; 0; 0; 0; 0				
1361957260147187714	GROUP	4; 4; 1; 4; 0	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 3; 2; 3; 2
1364724996908584964	NOT ABUSIVE	0; 3; 0; 0; 0				
1358258539144347649	NOT ABUSIVE	0; 4; 0; 0; 0				
1362517520318668800	NOT ABUSIVE	3; 2; 4; 0; 0				
1400253464387543041	NOT ABUSIVE	0; 4; 4; 0; 0				
1342122804607643650	GROUP	4; 4; 4; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 6	THREATENING LANGUAGE	2; 1; 1; 3; 0
1341810442625232896	NOT ABUSIVE	0; 4; 0; 0; 0				
1399754045091373057	NOT ABUSIVE	3; 0; 0; 0; 4				
1343183888114302976	NOT ABUSIVE	0; 0; 0; 0; 0				
1366173322417946624	NOT ABUSIVE	0; 0; 0; 0; 0				
1339928807592095744	NOT ABUSIVE	0; 0; 0; 0; 0				
1342440634959818753	NOT ABUSIVE	3; 0; 0; 0; 0				
1365279395557089280	GROUP	4; 4; 0; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 3; 3; 2; 3
1364113324275732480	NOT ABUSIVE	0; 0; 0; 0; 4				
1357638713497378816	NOT ABUSIVE	3; 0; 0; 0; 0				
1364056898207698945	NOT ABUSIVE	0; 0; 0; 0; 0				
1358889667794501636	INDIVIDUAL	3; 4; 3; 0; 3				
1409394852521938946	NOT ABUSIVE	0; 0; 0; 0; 0				
1343340966653079554	NOT ABUSIVE	0; 0; 0; 4; 0				
1365629472028975107	NOT ABUSIVE	0; 0; 4; 4; 0				
1365746710903808002	NOT ABUSIVE	0; 0; 0; 0; 0				
1333893231986307072	NOT ABUSIVE	0; 0; 4; 4; 0				
1428444517888405506	NOT ABUSIVE	0; 0; 0; 0; 0				
1357875059088625665	NOT ABUSIVE	0; 0; 0; 0; 0				
1361980778914193410	NOT ABUSIVE	4; 0; 0; 0; 0				
1340669720014581765	NOT ABUSIVE	0; 0; 0; 0; 0				
1338939126557646850	NOT ABUSIVE	4; 0; 0; 0; 4				
1363192717048766467	NOT ABUSIVE	0; 0; 0; 0; 0				
1422194670419865618	NOT ABUSIVE	3; 0; 0; 0; 0				
1358219250188636162	NOT ABUSIVE	4; 0; 0; 0; 0				
1341569548781301763	NOT ABUSIVE	0; 0; 0; 0; 0				
1333927046402240515	NOT ABUSIVE	2; 0; 0; 0; 0				
1358936077453598720	NOT ABUSIVE	2; 4; 0; 0; 0				
1361742370761560067	NOT ABUSIVE	3; 2; 0; 0; 0				
1364242521526833152	NOT ABUSIVE	4; 0; 0; 0; 0				
1364564214015221764	NOT ABUSIVE	4; 4; 0; 0; 0				
1334715499142393857	NOT ABUSIVE	4; 4; 0; 0; 0				
1429308382939385859	NOT ABUSIVE	2; 0; 0; 0; 0				
1407388049634480136	NOT ABUSIVE	3; 2; 1; 0; 0				
1341744768112619526	GROUP	2; 4; 4; 0; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 2; 2; 3; 3
1408991499904339969	GROUP	2; 4; 0; 0; 4	ANTI-CHRISTIANITY	4; 5; 4; 5; 4	ANIMOSITY	3; 3; 3; 3; 3
1358545757603848193	NOT ABUSIVE	2; 2; 0; 0; 0				
1407129019674464258	NOT ABUSIVE	0; 0; 0; 0; 1				
1336089924357992449	NOT ABUSIVE	0; 0; 1; 0; 0				
1343006198040326145	NOT ABUSIVE	0; 0; 0; 0; 0				
1365375381113610245	INDIVIDUAL	3; 3; 0; 3; 0				
1342554454382489601	NOT ABUSIVE	0; 0; 0; 0; 0				
1365975521755099139	NOT ABUSIVE	0; 0; 0; 4; 4				
1421806220323835906	NOT ABUSIVE	0; 0; 0; 0; 2				
1335810996196282370	NOT ABUSIVE	0; 0; 0; 0; 0				
1361857369349754892	INDIVIDUAL	0; 3; 0; 4; 3				
1339009805009248256	NOT ABUSIVE	0; 0; 0				
1363445070368673794	GROUP	4; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 0; 6	ANIMOSITY	3; 3; 3; 3; 3
1364243960412196868	NOT ABUSIVE	0; 0; 0				
1339660787258941443	NOT ABUSIVE	0; 0; 0				
1429263618533638149	NOT ABUSIVE	0; 0; 0				
1334295269425426445	NOT ABUSIVE	0; 0; 0				
1365014864285085701	GROUP	4; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	DEROGATION AND DEHUMANIZATION; ANIMOSITY	3; 0; 3; 2; 2
1334130020407791616	NOT ABUSIVE	0; 0; 0				
1356965149249335297	GROUP	0; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 6	ABUSIVE HUMOR; ANIMOSITY	3; 0; 2; 0; 3
1362767585339654145	NOT ABUSIVE	0; 4; 0; 0; 0				
1341622072267530240	NOT ABUSIVE	0; 0; 0; 0; 0				
1425808089224290308	NOT ABUSIVE	0; 0; 0; 0; 0				
1365431583344267266	GROUP	0; 4; 4; 4; 4	ANTI-CHRISTIANITY	4; 4; 0; 4; 4	ANIMOSITY	3; 3; 3; 0; 3
1409492905077530624	NOT ABUSIVE	0; 0; 0; 0; 0				
1432251525804568578	NOT ABUSIVE	0; 0; 0; 4; 0				
1365002294891319299	NOT ABUSIVE	0; 0; 0; 0; 0				
1334002314248478723	NOT ABUSIVE	0; 0; 0; 0; 0				
1357538804094107649	NOT ABUSIVE	0; 4; 0; 4; 0				
1405114412214722562	GROUP	4; 4; 4; 0; 0	ANTI-JUDAISM	6; 6; 6; 6; 6	DEROGATION AND DEHUMANIZATION	2; 3; 3; 2; 2
1360397457662767105	NOT ABUSIVE	0; 0; 0; 0; 0				
1425329435000119298	GROUP	3; 0; 4; 4; 0	ANTI-ISLAM	5; 2; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 2; 2
1402260090799939585	NOT ABUSIVE	4; 0; 4; 0; 0				
1365366237803479046	GROUP	4; 4; 4; 0; 4	ANTI-ISLAM	5; 5; 5; 0; 5	DEROGATION AND DEHUMANIZATION	2; 2; 3; 2; 2
1361734330603556867	NOT ABUSIVE	4; 0; 4; 0; 0				
1333958428306403328	NOT ABUSIVE	4; 0; 1; 0; 0				
1363209197416980480	NOT ABUSIVE	0; 0; 0; 0; 0				
1366004476335841281	NOT ABUSIVE	4; 0; 1; 0; 0				
1428408830619275264	GROUP	1; 4; 4; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 2; 2; 2; 2
1357815506565226496	NOT ABUSIVE	0; 0; 0; 0; 0				
1409588264244158487	NOT ABUSIVE	0; 0; 0; 0; 0				
1358429260105605124	NOT ABUSIVE	0; 0; 0; 0; 0				
1365053983803510794	NOT ABUSIVE	0; 0; 0; 0; 0				
1356402946188173312	INDIVIDUAL	1; 2; 3; 0; 3				
1429675376511356932	GROUP	4; 0; 4; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	ANIMOSITY	3; 3; 3; 3; 3
1333691786645155840	NOT ABUSIVE	0; 0; 0; 0; 0				
1364637427407544327	GROUP	0; 4; 4; 4; 0	ANTI-CHRISTIANITY	4; 4; 4; 4; 0	ANIMOSITY	3; 0; 3; 2; 3
1365741204894269448	NOT ABUSIVE	0; 0; 0; 0; 0				
1339078007588155392	NOT ABUSIVE	4; 0; 0; 2; 0				
1429804061608534017	NOT ABUSIVE	4; 0; 0; 0; 4				
1366107732932104196	NOT ABUSIVE	0; 0; 0; 0; 0				
1344187700329525248	NOT ABUSIVE	0; 0; 0; 0; 0				
1429753391744442372	NOT ABUSIVE	0; 0; 0; 0; 0				
1363931602812891138	NOT ABUSIVE	0; 0; 0; 0; 4				
1364215425827921924	NOT ABUSIVE	0; 0; 0; 0; 0				
1365394475825127424	INDIVIDUAL	4; 2; 0; 3; 3				
1356056504789565442	NOT ABUSIVE	0; 0; 4; 0; 4				
1338538963208900612	GROUP	0; 0; 4; 4; 4	ANTI-CHRISTIANITY	4; 4; 0; 4; 0	ANIMOSITY	3; 3; 3; 3; 3
1405022262034567173	GROUP	0; 4; 1; 4; 3	ANTI-JUDAISM	6; 6; 6; 6; 6	THREATENING LANGUAGE; ANIMOSITY	1; 1; 3; 2; 3
1344282230479179778	GROUP	4; 4; 4; 4; 0	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 2; 3; 3; 2
1359556311793479684	GROUP	4; 4; 3; 4; 2	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 3; 2; 3; 3
1344162772175613952	NOT ABUSIVE	0; 4; 0; 4; 0				
1341207214464253952	NOT ABUSIVE	0; 0; 0; 0; 0				
1333886010443395081	NOT ABUSIVE	0; 0; 1; 0; 0				
